municipio,icms_25_por_cento,icms_liquido,ipi_25_por_cento,ipi_liquido,ipva_50_por_cento,ipva_liquido,mes_competencia,ano_competencia
CAPISTRANO,"364206,77","291365,42","1102,37","881,9","4197,89","3358,31",Setembro,2013
CARIDADE,"289445,39","231556,31","876,08","700,86","2573,6","2058,88",Setembro,2013
CARIRE,"407767,85","326214,28","1234,22","987,38","4852,94","3882,35",Setembro,2013
CARIRIACU,"289260,2","231408,16","875,52","700,42","9299,55","7439,64",Setembro,2013
CARIUS,"263569,29","210855,43","797,76","638,21","10225,73","8180,58",Setembro,2013
CARNAUBAL,"420686,2","336548,96","1273,32","1018,66","3381,63","2705,3",Setembro,2013
CASCAVEL,"680612,07","544489,66","2060,05","1648,04","16607,42","13285,94",Setembro,2013
CATARINA,"350951,47","280761,18","1062,25","849,8","2866,02","2292,82",Setembro,2013
CATUNDA,"311806,24","249444,99","943,76","755,01","2167,81","1734,25",Setembro,2013
CAUCAIA,"6252765,26","5002212,21","18925,63","15140,5","139727,84","111782,27",Setembro,2013
CEDRO,"318627,99","254902,39","964,41","771,53","5672,95","4538,36",Setembro,2013
CHAVAL,"288121,25",230497,"872,07","697,66","2286,34","1829,07",Setembro,2013
CHORO,"243571,01","194856,81","737,23","589,78","2136,37","1709,1",Setembro,2013
CHOROZINHO,"313004,29","250403,43","947,39","757,91","9195,15","7356,12",Setembro,2013
COREAU,"308363,82","246691,06","933,34","746,67","3890,86","3112,69",Setembro,2013
CRATEUS,"632507,15","506005,72","1914,45","1531,56","33379,5","26703,6",Setembro,2013
CRATO,"1556713,91","1245371,13","4711,8","3769,44","96415,58","77132,46",Setembro,2013
CROATA,"327713,79","262171,03","991,91","793,53","1717,31","1373,85",Setembro,2013
CRUZ,"400067,29","320053,83","1210,91","968,73","8927,4","7141,92",Setembro,2013
DEPUTADO IRAPUAN,"368622,6","294898,08","1115,73","892,58","1101,16","880,93",Setembro,2013
ERERE,"179936,85","143949,48","544,63","435,7","2178,2","1742,56",Setembro,2013
EUSEBIO,"3892042,9","3113634,32","11780,28","9424,22","61376,13","49100,9",Setembro,2013
FARIAS BRITO,"342417,4","273933,92","1036,42","829,14","5723,7","4578,96",Setembro,2013
FORQUILHA,"456895,46","365516,37","1382,91","1106,33","6594,51","5275,61",Setembro,2013
FORTALEZA,"76654140,17","61323312,14","232013,78","185611,02","3338641,02","2670912,82",Setembro,2013
FORTIM,"422532,51","338026,01","1278,91","1023,13","3306,97","2645,58",Setembro,2013
FRECHEIRINHA,"359546,62","287637,3","1088,26","870,61","4024,3","3219,44",Setembro,2013
GENERAL SAMPAIO,"250140,57","200112,46","757,12","605,7","522,97","418,38",Setembro,2013
GRACA,"373117,21","298493,77","1129,34","903,47","1686,8","1349,44",Setembro,2013
GRANJEIRO,"272858,05","218286,44","825,88","660,7","140,36","112,29",Setembro,2013
GROAIRAS,"428471,51","342777,21","1296,88","1037,5","3881,27","3105,02",Setembro,2013
GUAIUBA,"357972,22","286377,78","1083,5","866,8","4799,02","3839,22",Setembro,2013
GUARACIABA,"482363,69","385890,95",1460,1168,"26169,44","20935,55",Setembro,2013
GUARAMIRANGA,"190652,25","152521,8","577,06","461,65","1871,54","1497,23",Setembro,2013
HIDROLANDIA,"314671,3","251737,04","952,43","761,94","5317,24","4253,79",Setembro,2013
HORIZONTE,"4449904,94","3559923,95","13468,8","10775,04","23676,26","18941,01",Setembro,2013
IBARETAMA,"250022,32","200017,86","756,76","605,41","1108,19","886,55",Setembro,2013
IBIAPINA,"323713,76","258971,01","979,8","783,84","7169,27","5735,42",Setembro,2013
IBICUITINGA,"285455,22","228364,18",864,"691,2","6609,11","5287,29",Setembro,2013
ICAPUI,"712961,19","570368,95","2157,96","1726,37","14441,26","11553,01",Setembro,2013
ICO,"419884,22","335907,38","1270,89","1016,71","27435,15","21948,12",Setembro,2013
IGUATU,"1536493,01","1229194,41","4650,6","3720,48","89985,39","71988,31",Setembro,2013
INDEPENDENCIA,"374557,62","299646,1","1133,7","906,96","8222,82","6578,26",Setembro,2013
IPAPORANGA,"369444,27","295555,42","1118,22","894,58","2010,4","1608,32",Setembro,2013
IPAUMIRIM,"229058,55","183246,84","693,31","554,65","14606,75","11685,4",Setembro,2013
IPU,"350616,5","280493,2","1061,23","848,98","19764,47","15811,58",Setembro,2013
IPUEIRAS,"347672,64","278138,11","1052,32","841,86","8646,26","6917,01",Setembro,2013
IRACEMA,"298269,15","238615,32","902,79","722,23","5092,72","4074,18",Setembro,2013
IRAUCUBA,"348746,54","278997,23","1055,57","844,46","4765,35","3812,28",Setembro,2013
ITAICABA,"315656,52","252525,22","955,42","764,34","2607,55","2086,04",Setembro,2013
ITAITINGA,"557505,39","446004,31","1687,44","1349,95","11782,54","9426,03",Setembro,2013
ITAPAGE,"481248,4","384998,72","1456,62","1165,3","11769,34","9415,47",Setembro,2013
ITAPIPOCA,"1164112,72","931290,18","3523,49","2818,79","44057,74","35246,19",Setembro,2013
ITAPIUNA,"268481,62","214785,3","812,63","650,1","2580,12","2064,1",Setembro,2013
ITAREMA,"537122,89","429698,31","1625,74","1300,59","10303,14","8242,51",Setembro,2013
ITATIRA,"221919,56","177535,65","671,7","537,36","2006,21","1604,97",Setembro,2013
JAGUARETAMA,"222684,11","178147,29","674,01","539,21","3127,56","2502,05",Setembro,2013
JAGUARIBARA,"265078,65","212062,92","802,33","641,86","3692,49","2953,99",Setembro,2013
JAGUARIBE,"494556,91","395645,53","1496,91","1197,53","19575,7","15660,56",Setembro,2013
JAGUARUANA,"592869,29","474295,43","1794,47","1435,58","10605,03","8484,02",Setembro,2013
JARDIM,"276495,54","221196,43","836,89","669,51","6283,14","5026,51",Setembro,2013
JATI,"508344,26","406675,41","1538,64","1230,91","1881,35","1505,08",Setembro,2013
JIJOCA DE,"452079,62","361663,7","1368,34","1094,67","5665,35","4532,28",Setembro,2013
JUAZEIRO DO NORTE,"3470858,16","2776686,53","10505,46","8404,37","235970,71","188776,57",Setembro,2013
JUCAS,"330963,07","264770,46","1001,75","801,4","6269,64","5015,71",Setembro,2013
LAVRAS DA,"310131,34","248105,07","938,69","750,95","7372,96","5898,37",Setembro,2013
LIMOEIRO DO NORTE,"877502,81","702002,25","2655,99","2124,79","42597,82","34078,26",Setembro,2013
MADALENA,"227017,15","181613,72","687,13","549,7",2647,"2117,6",Setembro,2013
MARACANAU,"14373278,25","11498622,6","43504,48","34803,58","107000,58","85600,46",Setembro,2013
MARANGUAPE,"1855048,09","1484038,47","5614,79","4491,83","27627,94","22102,35",Setembro,2013
MARCO,"391773,6","313418,88","1185,81","948,65","12450,22","9960,18",Setembro,2013
MARTINOPOLE,"236646,82","189317,46","716,27","573,02","1924,43","1539,54",Setembro,2013
MASSAPE,"393251,42","314601,14","1190,28","952,22","9344,14","7475,31",Setembro,2013
MAURITI,"417482,24","333985,79","1263,62","1010,9","13205,3","10564,24",Setembro,2013
MERUOCA,"338381,89","270705,51","1024,2","819,36","1639,11","1311,29",Setembro,2013
MILAGRES,"248812,46","199049,97","753,1","602,48","7282,43","5825,94",Setembro,2013
MILHA,"406136,29","324909,03","1229,28","983,42","4049,67","3239,74",Setembro,2013
MIRAIMA,"189523,16","151618,53","573,64","458,91","685,71","548,57",Setembro,2013
MISSAO VELHA,"359771,27","287817,02","1088,94","871,15","16278,15","13022,52",Setembro,2013
MOMBACA,"321012,22","256809,78","971,63","777,3","9009,68","7207,74",Setembro,2013
MONSENHOR,"357875,7","286300,56","1083,2","866,56","5903,72","4722,98",Setembro,2013
MORADA NOVA,"860657,34","688525,87",2605,2084,"20432,36","16345,89",Setembro,2013
MORAUJO,"251448,96","201159,17","761,08","608,86","1317,97","1054,38",Setembro,2013
MORRINHOS,"391328,26","313062,61","1184,46","947,57","3456,78","2765,42",Setembro,2013
MUCAMBO,"592398,32","473918,66","1793,05","1434,44","4790,27","3832,22",Setembro,2013
MULUNGU,"255671,66","204537,33","773,86","619,09","2668,21","2134,57",Setembro,2013
NOVA OLINDA,"658674,9","526939,92","1993,65","1594,92","4982,3","3985,84",Setembro,2013
NOVA RUSSAS,"276972,37","221577,9","838,33","670,66","8822,62","7058,1",Setembro,2013
NOVO ORIENTE,"372719,2","298175,36","1128,13","902,5",13554,"10843,2",Setembro,2013
OCARA,"266000,84","212800,67","805,12","644,1","3723,34","2978,67",Setembro,2013
OROS,"295453,37","236362,7","894,27","715,42","5499,64","4399,71",Setembro,2013
GRANJA,"285567,54","228454,03","864,34","691,47","7417,1","5933,68",Setembro,2013
PACAJUS,"1552225,19","1241780,15","4698,21","3758,57","30847,43","24677,94",Setembro,2013
PACATUBA,"2230738,72","1784590,98","6751,91","5401,53","15374,4","12299,52",Setembro,2013
PACOTI,"246855,81","197484,65","747,17","597,74","2789,97","2231,98",Setembro,2013
PACUJA,"344311,02","275448,82","1042,15","833,72","1086,14","868,91",Setembro,2013
PALHANO,"265240,24","212192,19","802,82","642,26","3178,94","2543,15",Setembro,2013
PALMACIA,"258660,86","206928,69","782,9","626,32","1266,26","1013,01",Setembro,2013
PARACURU,"1499911,35","1199929,08","4539,87","3631,9","9593,21","7674,57",Setembro,2013
PARAIPABA,"477455,27","381964,22","1445,14","1156,11","9439,06","7551,25",Setembro,2013
PARAMBU,"255287,42","204229,94","772,69","618,15","9099,87","7279,9",Setembro,2013
PARAMOTI,"199263,2","159410,56","603,12","482,5","1912,37","1529,9",Setembro,2013
PEDRA BRANCA,"429971,02","343976,82","1301,42","1041,14","9944,58","7955,66",Setembro,2013
PENAFORTE,"486990,34","389592,27",1474,"1179,2","2806,57","2245,26",Setembro,2013
PENTECOSTE,"464842,32","371873,86","1406,97","1125,58","6893,36","5514,69",Setembro,2013
PEREIRO,"231872,37","185497,9","701,82","561,46","10246,84","8197,47",Setembro,2013
PINDORETAMA,"391832,7","313466,16","1185,98","948,78","6432,37","5145,9",Setembro,2013
PIQUET CARNEIRO,"271352,62","217082,1","821,32","657,06","2469,78","1975,82",Setembro,2013
PIRES FERREIRA,"419269,42","335415,54","1269,03","1015,22","1259,42","1007,54",Setembro,2013
PORANGA,"214199,31","171359,45","648,33","518,66","2904,42","2323,54",Setembro,2013
PORTEIRAS,"358342,69","286674,15","1084,62","867,7","3878,95","3103,16",Setembro,2013
POTENGI,"208157,85","166526,28","630,04","504,03","2366,77","1893,42",Setembro,2013
POTIRETAMA,"363387,09","290709,67","1099,89","879,91","1015,04","812,03",Setembro,2013
QUITERIANOPOLIS,"305120,46","244096,37","923,53","738,82","4421,02","3536,82",Setembro,2013
QUIXADA,"790219,16","632175,33","2391,8","1913,44","63236,36","50589,09",Setembro,2013
QUIXELO,"209393,35","167514,68","633,78","507,02","4038,88","3231,1",Setembro,2013
QUIXERAMOBIM,"1125708,39","900566,71","3407,25","2725,8","30336,28","24269,02",Setembro,2013
QUIXERE,"403245,64","322596,51","1220,53","976,42","5716,37","4573,1",Setembro,2013
REDENCAO,"271250,14","217000,11","821,01","656,81","9077,65","7262,12",Setembro,2013
RERIUTABA,"377438,46","301950,77","1142,42","913,94","3960,61","3168,49",Setembro,2013
RUSSAS,"1348993,5","1079194,8","4083,08","3266,46","48522,73","38818,18",Setembro,2013
SABOEIRO,"271348,66","217078,93","821,31","657,05","4817,31","3853,85",Setembro,2013
SALITRE,"228339,35","182671,48","691,13","552,9","3530,98","2824,78",Setembro,2013
SANTA QUITERIA,"499940,25","399952,2","1513,2","1210,56","13231,47","10585,18",Setembro,2013
SANTANA DO,"257181,05","205744,84","778,43","622,74","7823,64","6258,91",Setembro,2013
SANTANA DO CARIRI,"263317,04","210653,63",797,"637,6","3824,58","3059,66",Setembro,2013
SAO BENEDITO,"461139,81","368911,85","1395,76","1116,61","26202,94","20962,35",Setembro,2013
SAO GONCALO DO,"1083073,45","866458,76","3278,2","2622,56","21610,7","17288,56",Setembro,2013
SAO JOAO DO,"220827,95","176662,36","668,39","534,71","1990,02","1592,02",Setembro,2013
SAO LUIS DO CURU,"262377,16","209901,73","794,15","635,32","2083,17","1666,54",Setembro,2013
SENADOR POMPEU,"395210,07","316168,06","1196,21","956,97","6443,96","5155,17",Setembro,2013
SENADOR SA,"434331,67","347465,34","1314,62","1051,7","351,96","281,57",Setembro,2013
SOBRAL,"7603490,8","6082792,64","23013,95","18411,16","181156,43","144925,14",Setembro,2013
SOLONOPOLE,"470653,22","376522,58","1424,55","1139,64","3850,43","3080,34",Setembro,2013
TABULEIRO DO,"435624,29","348499,43","1318,53","1054,82","17440,34","13952,27",Setembro,2013
TAMBORIL,"328488,19","262790,55","994,26","795,41","3537,62","2830,1",Setembro,2013
TARRAFAS,"464347,74","371478,19","1405,47","1124,38","1220,44","976,35",Setembro,2013
TAUA,"450071,74","360057,39","1362,26","1089,81","24806,22","19844,98",Setembro,2013
TEJUCUOCA,"231042,84","184834,27","699,31","559,45","1318,01","1054,41",Setembro,2013
TIANGUA,"995576,96","796461,57","3013,37","2410,7","69329,93","55463,94",Setembro,2013
TRAIRI,"383324,24","306659,39","1160,23","928,18","8111,31","6489,05",Setembro,2013
TURURU,"294842,5",235874,"892,42","713,94","3000,76","2400,61",Setembro,2013
UBAJARA,"459784,15","367827,32","1391,66","1113,33","13960,74","11168,59",Setembro,2013
UMARI,"214622,95","171698,36","649,61","519,69","1717,22","1373,78",Setembro,2013
UMIRIM,"236672,44","189337,95","716,35","573,08","1969,62","1575,7",Setembro,2013
URUBURETAMA,"348961,3","279169,04","1056,22","844,98","3614,38","2891,5",Setembro,2013
URUOCA,"304889,9","243911,92","922,83","738,26","1740,15","1392,12",Setembro,2013
VARJOTA,"369930,99","295944,79","1119,69","895,75","7637,1","6109,68",Setembro,2013
VARZEA ALEGRE,"339934,61","271947,69","1028,9","823,12","14611,08","11688,86",Setembro,2013
VICOSA DO CEARA,"395572,62","316458,1","1197,3","957,84","15408,58","12326,86",Setembro,2013
ABAIARA,"601154,17","480923,34","1864,73","1491,78","3105,54","2484,43",Setembro,2014
ACARAPE,"252459,09","201967,27","783,11","626,49","4579,08","3663,26",Setembro,2014
ACARAU,"754186,11","603348,89","2339,42","1871,54","25790,78","20632,62",Setembro,2014
ACOPIARA,"358036,61","286429,29","1110,6","888,48","18371,23","14696,98",Setembro,2014
AIUABA,"222560,61","178048,49","690,36","552,29","1882,41","1505,93",Setembro,2014
ALCANTARAS,"315857,11","252685,69","979,76","783,81","3390,96","2712,77",Setembro,2014
ALTANEIRA,"288054,34","230443,47","893,52","714,82","2033,67","1626,94",Setembro,2014
ALTO SANTO,"272217,72","217774,18","844,39","675,51","4050,05","3240,04",Setembro,2014
AMONTADA,"394039,96","315231,97","1222,28","977,82","7607,15","6085,72",Setembro,2014
ANTONINA DO,"426008,35","340806,68","1321,44","1057,15","2809,33","2247,46",Setembro,2014
APUIARES,"206999,32","165599,46","642,09","513,67","2138,38","1710,7",Setembro,2014
AQUIRAZ,"2647851,05","2118280,84","8213,4","6570,72","39281,79","31425,43",Setembro,2014
ARACATI,"1797314,02","1437851,22","5575,11","4460,09","35771,15","28616,92",Setembro,2014
ARACOIABA,"219595,34","175676,27","681,17","544,94","9318,19","7454,55",Setembro,2014
ARARENDA,"156173,55","124938,84","484,44","387,55","4839,46","3871,57",Setembro,2014
ARARIPE,"312380,77","249904,62","968,98","775,18","6357,46","5085,97",Setembro,2014
ARATUBA,"250933,84","200747,07","778,37","622,7","3027,84","2422,27",Setembro,2014
ARNEIROZ,"227902,89","182322,31","706,93","565,54","1319,58","1055,66",Setembro,2014
ASSARE,"285366,39","228293,11","885,18","708,14","5494,88","4395,9",Setembro,2014
AURORA,"257692,4","206153,92","799,34","639,47","7297,36","5837,89",Setembro,2014
BAIXIO,"414505,74","331604,59","1285,76","1028,61","3516,55","2813,24",Setembro,2014
BANABUIU,"379074,89","303259,91","1175,86","940,69","4867,61","3894,09",Setembro,2014
BARBALHA,"1193816,55","955053,24","3703,11","2962,49","38547,65","30838,12",Setembro,2014
BARREIRA,"331909,65","265527,72","1029,55","823,64","9936,33","7949,06",Setembro,2014
BARRO,"203534,89","162827,91","631,35","505,08","6057,77","4846,22",Setembro,2014
BARROQUINHA,"242331,16","193864,93","751,69","601,35","3567,62","2854,1",Setembro,2014
BATURITE,"334940,29","267952,23","1038,95","831,16","11688,52","9350,82",Setembro,2014
BEBERIBE,"642624,52","514099,62","1993,36","1594,69","14008,17","11206,54",Setembro,2014
BELA CRUZ,"307769,42","246215,54","954,67","763,74","9587,56","7670,05",Setembro,2014
BOA VIAGEM,"348804,02","279043,22","1081,96","865,57","18354,1","14683,28",Setembro,2014
BREJO SANTO,"846571,44","677257,15","2625,99","2100,79","41163,46","32930,77",Setembro,2014
CAMOCIM,"662824,91","530259,93","2056,02","1644,82","24738,79","19791,03",Setembro,2014
CAMPOS SALES,"434781,39","347825,11","1348,65","1078,92","13225,17","10580,14",Setembro,2014
CANINDE,"477277,82","381822,26","1480,47","1184,38","39780,6","31824,48",Setembro,2014
CAPISTRANO,"247990,35","198392,28","769,24","615,39","4781,02","3824,82",Setembro,2014
CARIDADE,"269299,96","215439,97","835,34","668,27","3650,17","2920,14",Setembro,2014
CARIRE,"465291,91","372233,53","1443,29","1154,63","2932,31","2345,85",Setembro,2014
CARIRIACU,"248566,76","198853,41","771,03","616,82","9745,85","7796,68",Setembro,2014
CARIUS,"265760,26","212608,21","824,36","659,49","4801,6","3841,28",Setembro,2014
CARNAUBAL,"295003,06","236002,45","915,07","732,06","4445,93","3556,74",Setembro,2014
CASCAVEL,"693636,51","554909,21","2151,6","1721,28","25055,87","20044,7",Setembro,2014
CATARINA,"268050,09","214440,07","831,47","665,18","5182,48","4145,98",Setembro,2014
CATUNDA,"287260,04","229808,03","891,05","712,84","1784,22","1427,38",Setembro,2014
CAUCAIA,"6330661,12","5064528,9","19637,14","15709,71","144783,47","115826,78",Setembro,2014
CEDRO,"321217,2","256973,76","996,39","797,11","8096,93","6477,54",Setembro,2014
CHAVAL,"301246,6","240997,28","934,44","747,55","3193,32","2554,66",Setembro,2014
CHORO,"192515,6","154012,48","597,17","477,74","2110,84","1688,67",Setembro,2014
CHOROZINHO,"254746,92","203797,54","790,2","632,16","3277,57","2622,06",Setembro,2014
COREAU,"282343,67","225874,94","875,8","700,64","5517,4","4413,92",Setembro,2014
CRATEUS,"604945,45","483956,36","1876,49","1501,19","44199,88","35359,9",Setembro,2014
CRATO,"1673477,31","1338781,85","5190,98","4152,78","108049,34","86439,47",Setembro,2014
CROATA,"252082,71","201666,17","781,94","625,55","4307,94","3446,35",Setembro,2014
CRUZ,"387061,52","309649,22","1200,63","960,5","11630,51","9304,41",Setembro,2014
DEPUTADO IRAPUAN,"352028,79","281623,03","1091,96","873,57","2617,7","2094,16",Setembro,2014
ERERE,"384848,96","307879,17","1193,77","955,02","3768,67","3014,94",Setembro,2014
EUSEBIO,"3994951,15","3195960,92","12391,98","9913,58","78241,36","62593,09",Setembro,2014
FARIAS BRITO,"535620,81","428496,65","1661,45","1329,16","5848,86","4679,09",Setembro,2014
FORQUILHA,"400578,62","320462,9","1242,56","994,05","8005,46","6404,37",Setembro,2014
FORTALEZA,"75994010,77","60795208,62","235726,59","188581,27","4146483,21","3317186,57",Setembro,2014
FORTIM,"347007,42","277605,94","1076,39","861,11","4806,08","3844,86",Setembro,2014
FRECHEIRINHA,"326717,92","261374,34","1013,45","810,76","6927,83","5542,26",Setembro,2014
GENERAL SAMPAIO,"280521,29","224417,03","870,15","696,12","1017,03","813,62",Setembro,2014
GRACA,"327635,04","262108,03","1016,29","813,03","3106,21","2484,97",Setembro,2014
GRANJEIRO,"282280,26","225824,21","875,61","700,49","427,59","342,07",Setembro,2014
GROAIRAS,"378219,16","302575,33","1173,2","938,56","3988,09","3190,47",Setembro,2014
GUAIUBA,"358357,5",286686,"1111,59","889,27","4502,96","3602,37",Setembro,2014
GUARACIABA,"539493,32","431594,66","1673,46","1338,77","26279,63","21023,7",Setembro,2014
GUARAMIRANGA,"220766,01","176612,81","684,8","547,84","969,18","775,34",Setembro,2014
HIDROLANDIA,"318580,72","254864,58","988,21","790,57","3998,5","3198,8",Setembro,2014
HORIZONTE,"3951797,09","3161437,67","12258,12","9806,5","50628,88","40503,1",Setembro,2014
IBARETAMA,"204731,27","163785,02","635,06","508,05","2288,78","1831,02",Setembro,2014
IBIAPINA,"271205,52","216964,42","841,26","673,01","7434,32","5947,46",Setembro,2014
IBICUITINGA,"291092,92","232874,34","902,94","722,35","3514,06","2811,25",Setembro,2014
